delay_location|coordinates
BATHURST AND QUEENS QU|(43.6357159, -79.3984369)
PRINCE'S AND CANADA|(56.130366, -106.346771)
QUEEN'S QUAY FERRY DOC|(43.6382515, -79.3895182)
RICHMOND AND SPADINA|(43.6477238, -79.3963574)
SPADINA S OF KING|(43.6527581, -79.398087)
SPADINA SOUTH OF DUNDA|(43.6527581, -79.398087)
KINGSTON ROUTE|(nan, nan)
UPPER GERRARD AND BOWM|(43.6708856, -79.3280752)
COLLEGE ROUTE|(nan, nan)
LESLIUE BARNS|(43.6585461, -79.32472829999999)
KINGSTON AND DUNDAS|(43.6699496, -79.3111773)
DUNDAS BET PARLAMENT A|(nan, nan)
751 QUEEN ST E|(43.6591887, -79.34808280000001)
COXWELL LOOP ( QUEEN A|(43.6720593, -79.32289709999999)
56 EXMOOR|(43.592039, -79.54461479999999)
BROIADVIEW STATION|(43.6769104, -79.3581849)
LAKSEHORE AND KNOX|(nan, nan)
1995 DUNDAS WEST|(43.6512782, -79.4460459)
QUEEN AND BORADVIEW|(43.6588399, -79.35064469999999)
1078 ST CLAIR AVE W|(43.6788744, -79.4396094)
ST CLAIR AND SILVERTHO|(43.6742698, -79.46002159999999)
KIPLING AND LAKESHORE|(43.5982045, -79.5169695)
KING AND E OF PETER ST|(43.6460368, -79.3923068)
CHARLOTTE LOOP (KING A|(43.15747409999999, -77.59598570000001)
KING AND PETER ST|(43.6460368, -79.3923068)
SPADINA AND WILCOCKS|(43.6613272, -79.4012928)
PARLIEMENT AND OAK|(nan, nan)
LAKESHORE AND THIRTY-S|(43.5953546, -79.5297612)
BAY AND GERRARD|(43.6584927, -79.3848544)
QUEENS AND LANSDOWNE|(43.6406044, -79.43664609999999)
EXHIBITION LOOP (100 M|(43.6362392, -79.4155857)
ST CLAIR AND GUNNS LOO|(43.6718533, -79.4711359)
GERARRD AND BEATON|(43.6761831, -79.3169419)
THE QUEENSWAY AND SOUT|(43.6253329, -79.5072058)
DORVAL AND EDNA|(43.6568726, -79.4546362)
GERRARD AND MONROE|(43.6708856, -79.3280752)
QUEEN AND MUTUAL|(nan, nan)
LANSDOWNE LOOP/DUNDAS|(nan, nan)
LAKESHORE AND THIRD|(nan, nan)
ST CLAIR AND GUNNS|(43.6718533, -79.4711359)
PARLIAMENT S OF GERRAR|(nan, nan)
THE QUEENSWAY AND ELLI|(43.6253329, -79.5072058)
LAKESHORE AND 40TH STR|(43.5926131, -79.54177059999999)
ARROW GARAGE|(nan, nan)
ST CLAIR WEST AND CALE|(43.6770883, -79.4465923)
QUEEN AND LANDOWNE|(43.6406044, -79.43664609999999)
DUFFERIN LOOP (SPRINGH|(43.63439899999999, -79.425873)
EONCESVALLES CARHOUSE|(43.6393154, -79.4466387)
DUNDAS AND GRANGE PLAC|(43.6536642, -79.39453449999999)
PARLIAMENT AND OAK|(nan, nan)
QUEEN AND WAVERLEY RD|(43.644334, -79.4180164)
306 MAIN|(nan, nan)
DISTILIERY LOOP|(43.6508601, -79.35675979999999)
ST CLAIR STTAION|(43.6874845, -79.3930467)
FRONT AND BERKELEY|(43.6512736, -79.3644867)
ST CLAIR AND WINONS|(43.680195, -79.4324721)
QUEEN - CHURCH TO BATH|(43.644334, -79.4180164)
DUNDAS AND ST CLARENS|(43.6500692, -79.4382942)
QUEEN AND O'HARA|(43.6411144, -79.43415259999999)
LAKESHORE AND BURLINGT|(43.617302, -79.487344)
COMMISSIONERS AND LESL|(nan, nan)
COLLEGE AND ST GEORGE|(nan, nan)
1216 QUEEN ST E|(43.66326979999999, -79.3306506)
DUNDAS WEST AND BROCK|(43.8798441, -78.9422032)
DUNDAS STATION|(43.6562811, -79.380459)
100 KEELE ST|(43.656947, -79.4610778)
QUEEN BETWEEN MUTAL AN|(nan, nan)
QUEEN AND CHURCH TO JA|(nan, nan)
QUEENS QUAY AND HARBOR|(43.6400699, -79.38020019999999)
QUEEN AND KINSTON ROAD|(43.7619783, -79.1946749)
QUEEN EAST AND WOODBIN|(43.6687539, -79.3057895)
FLEET AT BATHURST|(43.6367945, -79.3998864)
MAIN AND DANFORTH|(43.6882358, -79.2980694)
SPADINA STATION (ENTER|(43.6671711, -79.40435339999999)
QUEENS QUAY AND YO YO|(43.6373796, -79.3943422)
COLLEGE AND BEATRICE|(nan, nan)
DUNDAS WEST STATIN|(43.6568393, -79.45333409999999)
BATHURST S OF ADELAIDE|(-34.9284989, 138.6007456)
WOLLESLEY LOOP|(43.6482601, -79.4030599)
EXHIBITION WEST LOOP|(41.8854407, -87.66273420000002)
HUMBER LOOP AND THE QU|(43.631195, -79.47850799999999)
LAKESHORE AND BROWN'S|(nan, nan)
LESLIE AND MOSLEY|(nan, nan)
NEVILLE PARK AND QUEEN|(43.6737566, -79.2815422)
ROBINA AND ST CLAIR|(43.6798703, -79.43468940000001)
660 BAY ST|(43.6578368, -79.3848072)
RONCESVALLES SOUTH OF|(43.6463098, -79.4490457)
COLLEGE AND EUCLID AVE|(nan, nan)
CHAROLETTE LOOP|(43.15747409999999, -77.59598570000001)
BLOOR AND SPADINA|(43.6666757, -79.4037616)
QUEEN AND JAMES|(nan, nan)
QUEENSWAY AND WINDERME|(43.6373075, -79.47000729999999)
BLOOR AND THE VIA DUCT|(43.6702395, -79.3867779)
HILLCREST STREETCAR WA|(47.7510741, -120.7401386)
QUEEN AND COWAN|(43.6413176, -79.4331192)
PIONEER VILLAGE STATIO|(43.7771693, -79.5103292)
QUEENSWAY DIV|(43.6253329, -79.5072058)
JARVIS AND GERRARD|(43.6604269, -79.37587479999999)
LAKE SHORE BLVD W AND|(43.6328215, -79.4363268)
QUEEN'S QUAY AND LOWER|(43.6382515, -79.3895182)
QUEEN WOODFIELD|(nan, nan)
DUNDAS AND CARROLL|(43.6619187, -79.35390269999999)
BATHUST AND QUEEN|(43.6471969, -79.4039809)
PRINCES' GATES LOOP|(43.6355494, -79.409809)
WARDEN AND METROPOLITA|(43.7671847, -79.3028902)
(NONE PROVIDED)|(nan, nan)
BROADVIEW DUNDAS|(43.6769104, -79.3581849)
EARLS COURT LOOP|(43.675983, -79.451027)
ST. CLAIR AND GLENHOLM|(43.6789873, -79.43863809999999)
1059 LAKE SHORE BLVD E|(43.6596547, -79.3253865)
HARBORD AND BATHURST|(43.6615246, -79.40975590000001)
QUEEN AND ST PATRICK|(43.65004589999999, -79.39023780000001)
QUEEN AND CLOSE|(nan, nan)
QUEENS QUAY TERMINAL|(43.6389053, -79.38065639999999)
QUEENS QUAY STATION|(43.6412202, -79.37717099999999)
DUNDAS WEST AND YONGE|(43.656325, -79.38090299999999)
ST CLAIR AT LAUGHTON|(43.6746509, -79.4575967)
DUFFERIN AND ST CLAIR|(43.6769898, -79.44241199999999)
TRILLER AND QUEEN|(43.6392009, -79.4437714)
COLLEGE AND E OF DUFFE|(nan, nan)
HUNTINGWOOD AND PHARMA|(43.791755, -79.2978609)
QUEEN AND REES|(nan, nan)
GERRARD AND KINGSMOUNT|(43.6708856, -79.3280752)
BATHURST AND WILSON|(43.7368381, -79.43540999999999)
DAWES AND FERRIS|(43.7063386, -79.2954214)
FRONT AND CHERRY|(nan, nan)
KING AN SUMACH|(43.6616959, -79.3609096)
QUEENSWAY AND SOUTH KI|(43.6253329, -79.5072058)
LAKE SHORE AND 10TH|(43.59545749999999, -79.5067729)
LAKESHORE AND THIRTIET|(43.5953546, -79.5297612)
QUEEN AND W OF GWYNNE|(43.6419423, -79.4301021)
FLEET LOOP ( FLEET AND|(nan, nan)
DUNDAS AND BROADVIEWQ|(43.6624664, -79.351366)
EXHIBITION LOOP (STRAT|(43.6362392, -79.4155857)
QUEEN'S QUAY AND YORK|(43.6400699, -79.38020019999999)
GERRARD AND DUNDAS|(43.6708856, -79.3280752)
BROADVIEW BETWEEN DUND|(nan, nan)
DUNDAS AND PARLIAENT|(43.6594276, -79.36599559999999)
GERRARD AND E OF RIVER|(43.6708856, -79.3280752)
QUEEN AND LAING|(nan, nan)
BATHURST NORTH OF DUND|(nan, nan)
1165 LAKESHORE BLVD|(43.6585019, -79.32520459999999)
CNE EASTERN LOOP|(nan, nan)
DUNDAS AND MORROW|(43.6519064, -79.4476012)
968 QUEEN ST W|(43.6446055, -79.41740949999999)
WOLSELY LOOP|(43.6482601, -79.4030599)
QUEEN AND DOWLING|(43.639968, -79.4398492)
KINGSTON ROAD AND QUEE|(43.7619783, -79.1946749)
BAY AND FRONT|(43.6459671, -79.3791622)
DUNDAS WEST STATION (O|(43.6568393, -79.45333409999999)
ISLINGTON AND LAKESHOR|(43.6007796, -79.50525449999999)
STRACHAN AND CANNIFF|(43.6414631, -79.4117444)
77 LESLIE ST|(43.7691581, -79.3643903)
HUMBER LOOP AND QUEENS|(43.631195, -79.47850799999999)
ST CLAIR AND GLENHOLME|(43.6789873, -79.43863809999999)
EARLSCOURT LOOP AND ST|(43.6823026, -79.4495938)
FRONT AND BAY|(43.6459671, -79.3791622)
BATHURST AND NINA|(43.893229, -79.4693962)
QUEEN'S QUAY AND REESE|(43.6382515, -79.3895182)
DUNDAS AND DUNDAS|(43.5106999, -79.6946094)
DUNDAS AND BATHUST|(43.6522958, -79.4060126)
MCCAUL AND QUEEN|(43.6501631, -79.3896872)
GERRARD AND MUNROE STR|(43.6650711, -79.3543165)
WINDERMERE AND THE QUE|(43.6502283, -79.4803614)
ST CLAIR AND HARBORD|(43.6611509, -79.4115721)
QUEEN AND DOVERCOUT|(43.64347859999999, -79.4223717)
BROADVIEW AND LANGLY|(43.6678124, -79.35334499999999)
PARLIAMENT AND FRONT|(nan, nan)
533 KING ST E|(43.6555033, -79.3582369)
DISTILLERY LOOP (CHERR|(43.6508601, -79.35675979999999)
QUEEN AND SOUREN|(nan, nan)
LAKESHORE AND HILLSIDE|(nan, nan)
CHERRY AND KING|(nan, nan)
QUEEN AND NEVILLE (NEV|(nan, nan)
HARBOURFRONT|(43.6405521, -79.3789371)
KING ST AND SUMACH|(43.6555209, -79.35843899999999)
HUBBARD AND GERRARD|(43.6708856, -79.3280752)
LAKE SHORE AND ALBERT|(43.6328215, -79.4363268)
LAKESHORE AND 8TH|(43.6005223, -79.5064235)
WOLESLEY LOOP|(43.6482601, -79.4030599)
557 GERRARD ST E|(43.6648962, -79.3544203)
QUEEN AND DVP BRIDGE|(43.644334, -79.4180164)
BATHURST AND LAKE SHOR|(43.6364119, -79.3996935)
KING AND WIDMER|(43.6463163, -79.3910401)
ST. CLAIR AND AVENUE|(43.6770883, -79.4465923)
BATHURST AND SPADINA|(43.893229, -79.4693962)
SPADINA AND BLUE JAY W|(43.6413727, -79.3931776)
DUNDAS AND LANSDOWNE L|(51.4064713, -2.3964115)
LAKESHORE AND SEVENTH|(43.6007796, -79.50525449999999)
LAKESHORE AND COLONEL|(nan, nan)
LESLIEBARNS|(43.6585461, -79.32472829999999)
BROADVIEW AND MOUNTSTE|(43.6729037, -79.3557688)
COLLEGE AND GRACE|(nan, nan)
LESLIE AND COMMISIONER|(nan, nan)
HERBOURFRONT ROUTE|(43.6405521, -79.3789371)
CNE LOOP - HOLDING|(nan, nan)
QUEEN OSSINGTON|(43.644171, -79.4188508)
22 LEBOVIC AVE|(43.7223069, -79.29179839999999)
QUEEN AND LANDSDOWN|(43.6406044, -79.43664609999999)
ADELAIDE AND CHURCH|(43.651172, -79.374922)
QUEEN AND GREENWOOD`|(43.6512846, -79.382263)
CNE LOOP (PRINCESS GAT|(43.6346793, -79.4095262)
BATHURT STATION|(43.6660011, -79.4112152)
LESLIE AND COMMISONER|(nan, nan)
BREMNER AND SPADINA|(43.6405651, -79.3928444)
LOWER SPADINA AND QUEE|(43.6381473, -79.3921808)
LONG BRANCH (JUST EAST|(40.30427780000001, -73.9923596)
GERRARD AND BEACH VIEW|(43.6821858, -79.30776870000001)
EDNA AND DUNDAS WEST|(43.657274, -79.4526928)
SPADINA AND N OF KING|(43.64550450000001, -79.39492159999999)
QUEEN'S QUAY UNION|(43.6382515, -79.3895182)
KINGSTON RD AND SCARBO|(43.7619783, -79.1946749)
KING AND ONTARIO ST|(43.661625, -79.3696496)
LAKESHORE AND FIRST|(nan, nan)
DUNDAS WEST AND HOWARD|(43.5694532, -79.6289385)
20 COMSTOCK RD|(43.7206154, -79.290921)
LESLIE AND N OF COMMIS|(nan, nan)
QUEENSQUAY AND YORK (W|(43.6400699, -79.38020019999999)
ST CLAIR AND EARLSCOU|(43.6770415, -79.44744550000001)
QUEEN AND VANAULEY|(43.6483383, -79.3983971)
KING ND SUMACH|(43.6616959, -79.3609096)
QUEEN AND ASHDALE|(nan, nan)
RONCESVALLES AND THE Q|(43.6464617, -79.4435762)
DUNDAS AND LANSDOWNE-|(43.6501696, -79.43974519999999)
LAKESHORE BLVD AND NOR|(nan, nan)
1750 LAKESHORE BLVD|(43.66387479999999, -79.3078927)
QUEEN AND RONVESVALLES|(43.644334, -79.4180164)
DUNDAS AND JARVIS TO P|(43.657093, -79.3745627)
1165 LAKESHORE BLVD E|(43.6585019, -79.32520459999999)
DISTILLERY LOOP ( 391|(43.6501478, -79.35696140000002)
QUEEN'S QUAY AND FERRY|(43.6382515, -79.3895182)
KINGSTON AND SCARBOROU|(43.6805346, -79.28712089999999)
DUFFERIN AND SPRINGHUR|(43.6348863, -79.4258011)
SPADINA BD STATION|(43.6527581, -79.398087)
NO LOCATION PROVIDED|(nan, nan)
SPADINA AND BRENMER|(43.6405651, -79.3928444)
DUFFERIN AND RONCESVAL|(43.837853, -79.4819486)
CANADA AND FLEET|(56.130366, -106.346771)
GERRARD AND HOWLAND|(43.6666945, -79.3470251)
COLLEGE AND ST CLARENS|(43.6617019, -79.4429669)
QUEEN AND DE GRASSI|(43.6632078, -79.3472119)
KING AND DOWNLING|(43.6366658, -79.43857799999999)
COLLGE AND GRACE|(nan, nan)
QUEEN AND SOURARAN|(43.63974899999999, -79.4409306)
35 QUEBEC AVE|(43.6539171, -79.4666539)
QUEEN AND SPADINA TO P|(43.64882100000001, -79.39699759999999)
BROADVIEW AND KING|(43.6729037, -79.3557688)
LAKE SHORE BLVD AND FO|(43.5967438, -79.5011376)
QUEEN AND TRIILLER|(43.6392009, -79.4437714)
QUEENSQUAY AND LOWER S|(43.6382515, -79.3895182)
HOWARD PARK AND RONCSV|(43.6510456, -79.4533658)
MANITOBA AND STRACHAN|(43.6361837, -79.4095991)
QUEEN AND BRAODVIEW|(43.6588399, -79.35064469999999)
WOSELEY LOOP|(nan, nan)
RONCESVALES AND QUEEN|(43.644334, -79.4180164)
QUEEN AND GREEWOOD|(43.6512846, -79.382263)
QUEEN AND CANAUGHT|(nan, nan)
LAKESHORE AND THIRTEEN|(43.5993276, -79.51185009999999)
RONCESVALLES AND PEARS|(43.6464617, -79.4435762)
RUSSELL DIVISION|(42.346847, -83.04090599999999)
EGLINTON BUS GARAGE|(43.7212522, -79.2900372)
QUEEN AND WALUT|(43.644334, -79.4180164)
558 GERRARD ST E|(43.6653201, -79.35388209999999)
RICHMOND AND ADELAIDE|(43.6499286, -79.3832479)
HIGH PARK TO CNE LOOP|(43.64654789999999, -79.4636903)
LAKESHORE AND FIRTEENT|(nan, nan)
LAKE SHORE AND LAKE|(43.6328215, -79.4363268)
QUEENSWAY QUAY AND UNI|(43.6253329, -79.5072058)
131 RIVER ST|(43.6614951, -79.3581233)
BINGHMLOOP|(43.681553, -79.284714)
LAKESHORE AND LONGBRAN|(43.59438410000001, -79.5339748)
DUNDAS ST WEST AND HOW|(43.5694532, -79.6289385)
BROADBVIEW STATION|(43.6769104, -79.3581849)
RUSSEL CARHOUSE|(nan, nan)
LAKESHORE AND THIRD ST|(43.6017665, -79.50075869999999)
LAKESHORE AND NORRIS|(nan, nan)
ST CLAIR AVE W AND CAL|(43.6770883, -79.4465923)
SPADINA AND S OF COLLE|(43.6527581, -79.398087)
FLEET AND FORT YORK BL|(43.6364564, -79.40690219999999)
ST CLAIR AND DUNVEGAN|(43.6860401, -79.40477059999999)
COLLEGE AND QUEENS PAR|(nan, nan)
QUEENSWAY AND HUMBERLO|(43.6253329, -79.5072058)
STRACHAN AND KING|(43.6420487, -79.4119498)
43 RONCESVALLES|(43.64006860000001, -79.4464536)
GERRARD AND GALT|(43.6689973, -79.3365795)
ROYAL YORK AND LAKE SH|(43.60367, -79.4931515)
1542A BLAOOR ST W|(43.656344, -79.45301479999999)
BLOOR AND HIGH PARK|(43.6535492, -79.4652526)
BERKLEY AND FRONT|(43.6512653, -79.36400139999999)
COXWELL AND UPPER GERR|(43.6819241, -79.3229987)
CHARLOTTE LOOP - KING|(nan, nan)
QUEEN AND NEVILLE PK B|(43.6748764, -79.2822861)
BROAVIEW STATION|(43.6769104, -79.3581849)
GERRARD AMD BROADVIEW|(43.6654831, -79.35263359999999)
BATHURST ROUTE|(43.893229, -79.4693962)
GERRARD AND HASTINGS (|(43.6700989, -79.33170489999999)
BATHURST AND EXHIBITIO|(43.893229, -79.4693962)
ST CLAIR ANDTWEEDSMUIR|(43.6842038, -79.4134174)
372 COLLEGE ST|(43.6572113, -79.40486250000001)
BROADVIEW AND KINTYRE|(43.66046499999999, -79.3505069)
COLLEGE AND CONCORD|(nan, nan)
QUEENSWAY AND COLBORNE|(43.6253329, -79.5072058)
KING AND BEVERLEY|(43.6541883, -79.3939805)
67 PILINGTON DR|(43.70552259999999, -79.27244209999999)
OSSINGTON AND CHURCHIL|(43.6595215, -79.4246695)
KING AND PARLIMENT|(43.65420599999999, -79.36097459999999)
QUEENA AND WOODFIELD|(nan, nan)
HIGH PARK AND RONCESVA|(43.6463098, -79.4490457)
DUNDAS AND BELLWOODS|(43.6509293, -79.4128078)
HIGH PARK STATION TO D|(43.6538467, -79.4668176)
CALEDONIA AND CARTWRIG|(43.7213992, -79.4690724)
QUEEN AND ROCESVALLES|(43.644334, -79.4180164)
ST CLAR STATION|(43.8921459, 0.770508)
QUEENS WAY AND E OF EL|(nan, nan)
RUSSELL CARHOUSE - E/B|(nan, nan)
GERRARD AND ST MATTEWS|(43.66482910000001, -79.35518569999999)
BROSDVIEW AND GERRARD|(43.6654831, -79.35263359999999)
CNE LOOP - SPARE TRACK|(nan, nan)
QUEEN AND CLAREMONT|(43.646071, -79.4095504)
LAKESHORE AND 39TH|(43.5928736, -79.5405972)
301 MARKHAM|(43.8561002, -79.3370188)
LAKE SHORE ANDTHIRTY S|(nan, nan)
ST CLAIR W AND GLENHOL|(43.6770883, -79.4465923)
RONCESVALLESCARHOUSE|(43.6393154, -79.4466387)
ST CLAIR AND WESTON|(43.6726177, -79.4675697)
PARLIEMENT AND SHUTER|(43.6569387, -79.3649915)
HOWARD PARK AND SUNNYS|(43.6510456, -79.4533658)
KING AND QUEBEC|(46.8130816, -71.20745959999999)
1435 QUEEN ST E|(43.6649334, -79.3221372)
401 MARTIN GOODMAN TRA|(43.637692, -79.3910258)
16 SUMACH ST|(43.6547255, -79.3582222)
ST CLAIR WEST AND BATH|(43.6770883, -79.4465923)
DUFFERIN AND BRIARHILL|(43.7023612, -79.4520513)
ST CLAIR AND OLD WESTO|(43.6734439, -79.4629927)
BLOOR AND DORVALE|(43.6559385, -79.45426049999999)
LESLIE BARNS CARHOUSE|(43.6585461, -79.32472829999999)
YONGE AND DAVENPORT|(43.6743937, -79.3883329)
DUNDAS AND YONGE TO DU|(43.6569252, -79.3803939)
QUEEN AND BEACH|(nan, nan)
QUEEN AND CAROLL|(nan, nan)
BAY AND BLOOR|(43.6697384, -79.3894681)
BORADVIEW AND GERRARD|(43.6654831, -79.35263359999999)
QUEEN AND ST PAUL|(nan, nan)
LAKE SHORE AND MIMICO|(43.6137022, -79.4893613)
GERRARD AND WEMBLEY|(43.6759395, -79.3180727)
QUEEN AND JAMIESON|(43.6404714, -79.4372735)
LESLIE AND LAKESHORE (|(43.65827789999999, -79.3286291)
GERRARD AND ALTON|(43.6703193, -79.3306769)
QUEEN AND FRONT|(nan, nan)
4127 QUEEN ST E|(43.6647987, -79.3226971)
MANITOBA ABD STRACHAN|(53.7608608, -98.81387629999999)
QUEEN - JONES TO SPADI|(nan, nan)
SPADIAN STATION|(43.6671711, -79.40435339999999)
QUEEN AND HUMBER|(nan, nan)
LAKE SHORE AND WINDERM|(43.6352044, -79.4681797)
QUEEN AND LESLIE ( JUS|(nan, nan)
HIGH PARK AVE INDIAN G|(nan, nan)
ST CLAIR AND OLD STOCK|(43.6770883, -79.4465923)
LAKESHORE AND FIRST ST|(43.6022663, -79.4984924)
ST CLAIR AVE W AND WIN|(43.6770883, -79.4465923)
EASTBOUND TRAILER TRAC|(nan, nan)
FLEET AND BASTON|(nan, nan)
CHARLOTTE AND OXLEY|(nan, nan)
KINGSTON RD. LOOP|(43.7619783, -79.1946749)
UPPER GERRARD AND BELL|(43.6708856, -79.3280752)
DAWES AND DANFORTH|(43.6893121, -79.2967843)
LAKE SHORE AND NORRIS|(43.6109568, -79.4900698)
QUEEN AND BEARY|(nan, nan)
QUEEN AND KENILWORTH|(nan, nan)
ST CLAIR AND NORTHCLIF|(43.6785033, -79.44085319999999)
YORK AND S OF RICHMOND|(37.5407246, -77.4360481)
QUEEN'S QUAY AND HARBO|(43.6400699, -79.38020019999999)
100 MANITOBA DRIVE|(43.6355926, -79.41852480000001)
UNION TUNNET|(39.3057275, -76.608514)
ADELAIDE AND YORK|(-34.9284989, 138.6007456)
GERRARD AND GOLFVIEW|(43.6818509, -79.3086661)
KINGSTON AND W OF LAWL|(nan, nan)
FINCH AND STRACHAN|(43.6398931, -79.4111038)
FORT YORK AND BATHURST|(43.6388818, -79.40065550000001)
DUNDAS - BATHURST TO L|(43.6522958, -79.4060126)
LANADOWNE LOOP|(43.7055358, -79.4608288)
430 QUEEN ST E|(43.6562772, -79.3619287)
BRAODVIEW AND MILLBROO|(43.671983, -79.3548977)
BATHRUST STATION|(43.6660011, -79.4112152)
KING AND THRILLER|(nan, nan)
170 YORK ST|(43.64951200000001, -79.3844074)
COXWELL TO HIGH PARK L|(43.64654789999999, -79.4636903)
PARLIMAMENT AND GERRAR|(43.66194780000001, -79.36702509999999)
SHERBOURNE AND CARLTON|(43.661228, -79.3722185)
BERKLEY AND KING|(nan, nan)
LAKSESHORE AND THIRTY|(43.5953546, -79.5297612)
DUFFERIN AND ROGERS|(43.6855597, -79.4461125)
RONCESVALLES AND GALLE|(6.032894799999999, 80.2167912)
QUEENS QUAY AND DAN LA|(43.6382515, -79.3895182)
SPADINA AND WILCOCKS S|(43.6613272, -79.4012928)
KINGSTON RD LOOP - QUE|(43.7619783, -79.1946749)
KINGSTON AND GLEN STEW|(nan, nan)
YORK AND ADELAIDE|(43.6491896, -79.3840732)
YORK AND ADALAIDE|(43.6491896, -79.3840732)
FRONT AND PARLIAMENT|(nan, nan)
DUNDAS ABD STERLING|(43.65067759999999, -79.4430582)
HIGH PARK STN TO EXHIB|(43.6538467, -79.4668176)
DUNDAS AND PARLIMENT|(43.6594276, -79.36599559999999)
PARKSIDE AND HOWARD PA|(41.0142294, -77.6580534)
WARDEN STATION|(43.711021, -79.280045)
461 CHERRY ST|(43.6533946, -79.3579757)
KING AND PARLLIAMENT|(43.65420599999999, -79.36097459999999)
HOWARD AND INDIAN|(20.593684, 78.96288)
BROADVIEW AND MONTCRES|(43.6732404, -79.35610969999999)
LAKE SHORE AND ISLINGT|(43.6007796, -79.50525449999999)
DUNDAS W OF SHERBOURNE|(43.661228, -79.3722185)
LAKESHORE AND SILVER M|(nan, nan)
S/E KING TO N/E ST AND|(nan, nan)
SPADINA AND SULLIVAN|(43.6527581, -79.398087)
SPADINA AND COLLEGE (N|(43.6527581, -79.398087)
DUNDAS WEST OF BATHURS|(-33.4111857, 149.578693)
ECHIBITION LOOP|(43.6362392, -79.4155857)
DUNCAN TO JOHN|(nan, nan)
DUNDAS ST W AND BLOOR|(43.6426178, -79.53223059999999)
DUNDAS AND MONROE (W O|(43.7844397, -88.7878678)
STRACHAN AND MANITOBA|(43.6361837, -79.4095991)
QUEEN AND VANCOUVER (R|(49.2827291, -123.1207375)
LAKESHORE AND BROWNLIN|(nan, nan)
KINGSTON ROAD LOOP (KI|(43.7619783, -79.1946749)
CNE EASTERN ENTRANCE|(nan, nan)
AVENUE ROAD AND ST CLA|(43.6865435, -79.40145729999999)
KING AND CRAWFORD|(43.64166549999999, -79.4138104)
OSSINGTON AND HARRISON|(nan, nan)
ST CLAIR STATION TO GU|(43.6874845, -79.3930467)
LAKE SHORE AND FORT YO|(43.6328215, -79.4363268)
EXHIBITION TO DISTILLE|(nan, nan)
THE QUEENSWAY AND COE|(43.6375329, -79.4684043)
LAKE SHORE AND KNOX|(43.6328215, -79.4363268)
COLLEGE - BATHURST TO|(43.6564329, -79.4093943)
LAKE SHORE AND 30TH|(43.5953546, -79.5297612)
QUEEN AND BELLFAIR|(43.6730994, -79.3011039)
DUNDAS AND REGENT ST|(43.65975359999999, -79.3644997)
PARKSIDE DR AND HOWARD|(nan, nan)
LAKESHORE AND FLEECELI|(nan, nan)
DUNDAS WEST AND STERLI|(43.5694532, -79.6289385)
BLOOR AND KEELE|(43.6547025, -79.4599925)
HIGH PAK STATION|(-43.4490186, 171.7329929)
KINGSTON AND BEVERLEY|(43.6541883, -79.3939805)
ST CLAIR WESRT AND DEE|(43.6841895, -79.4154172)
ADELAIDE AAND YORK|(-34.9284989, 138.6007456)
247 SPADINA|(43.6516615, -79.3972534)
BATHUST AND NASSAU|(43.6542889, -79.4068205)
QUEEN ST E AND NEVILLE|(43.6637879, -79.3278595)
DUFFERIN AND JOE SHUST|(43.837853, -79.4819486)
QUEEN ADN YONGE|(43.6524128, -79.3792588)
RONCESVAILLES AMD HOWA|(43.6514994, -79.4510634)
ST CLAIR AND GLENHOLM|(43.6789873, -79.43863809999999)
ST CLAIR WEST AND EARL|(43.6770883, -79.4465923)
KINGA ND CHURCH|(43.9927234, -79.67423649999999)
PRINCE'S GATE LOOP|(43.6346793, -79.4095262)
BATHRUST AND QUEEN|(43.6471969, -79.4039809)
DUNDAS AND HUMBERSIDE|(43.6630448, -79.4564772)
COLLEGE AND DUFFERIN (|(43.652555, -79.4325456)
UPPER GERRARD AND GLEN|(43.6708856, -79.3280752)
ST CLAIR JUST EAST OF|(nan, nan)
DUNDAS AT SHERBOURNE|(43.65830649999999, -79.3709983)
CANADA AND PRINCES'|(56.130366, -106.346771)
CNE SPARE TRACK|(nan, nan)
DUNDAS BETWEEN BAY AND|(43.5106999, -79.6946094)
CHRISTIE STATION|(43.6641133, -79.41836669999999)
PARLIAMENT AND S OF DU|(nan, nan)
STRACHAN AND WELLINGTO|(43.6407639, -79.41146169999999)
EASTERN AND CHERRY|(nan, nan)
PRINCESS GATE BUS LOOP|(43.6346793, -79.4095262)
MARION AND RONCESVALLE|(43.6464617, -79.4435762)
HIGH PARK LOOP TO CHUR|(43.6478206, -79.4582002)
QUEEN AND NEVILLE PK|(43.644334, -79.4180164)
BROADVIEW AND TENNIS|(43.6729037, -79.3557688)
GERRARD AND SUMACH TO|(43.66315549999999, -79.3614893)
PRINCESS LOOP|(nan, nan)
BROADVIEW AND COLLEGE|(43.6729037, -79.3557688)
UPPER GERRARD AND NORM|(43.6708856, -79.3280752)
DUNDAS FROM OSSINGTON|(43.6595215, -79.4246695)
SPADINA AND WILLCOCK|(43.6613272, -79.4012928)
DUNDAD AND BROADVIEW|(43.6624664, -79.351366)
DAVENPORT AND AVENUE R|(43.6732485, -79.42767719999999)
RONCESVALLES AMD HIGH|(43.6464617, -79.4435762)
UNION STATION STREETCA|(43.64518899999999, -79.38061309999999)
CALEDONIA AND INNES|(43.6810221, -79.4571504)
KINGSTON AND WAVERLEY|(43.6770198, -79.3038681)
KINGSTON RD AND WAVERL|(43.6770198, -79.3038681)
DUNDAS AND STERLINAG|(43.65067759999999, -79.4430582)
